alpha_3,ADM0_PCODE,ADM0_REF,ADM1_PCODE,ADM1_REF,ADM2_PCODE,ADM2_REF,ADM3_PCODE,ADM3_REF,ADM_LEVEL,ADM_PCODE,ADM_REF,Season,CHIRPS_mean,CHIRPS_min,CHIRPS_max
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030405,Thehulederie,3,ET030405,Thehulederie,marmay,11.89253,-23.52299,46.86154
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030406,Delanta,3,ET030406,Delanta,marmay,5.53351,-7.72446,18.34206
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030407,Kalu,3,ET030407,Kalu,marmay,45.40996,-7.78096,81.29001
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030408,Albuko,3,ET030408,Albuko,marmay,22.82916,-4.94511,72.23357
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030409,Dessie Zuria,3,ET030409,Dessie Zuria,marmay,35.4319,-0.18034,61.24144
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030410,Legambo,3,ET030410,Legambo,marmay,19.24881,-24.73131,68.89084
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030411,Sayint,3,ET030411,Sayint,marmay,-24.8483,-40.32809,2.23102
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030412,Borena /Debresina,3,ET030412,Borena /Debresina,marmay,-20.50181,-31.68221,2.99829
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030413,Kelela,3,ET030413,Kelela,marmay,-24.11492,-44.41815,-1.44656
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030414,Jama,3,ET030414,Jama,marmay,0.27889,-29.84174,37.40033
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030415,Were Ilu,3,ET030415,Were Ilu,marmay,35.87949,-8.88573,53.02707
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030416,Wegde,3,ET030416,Wegde,marmay,-25.38457,-41.91931,-12.21051
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030417,Kombolcha town,3,ET030417,Kombolcha town,marmay,21.78285,7.27177,32.5619
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030418,Dessie town,3,ET030418,Dessie town,marmay,11.84173,-3.45982,22.7381
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030419,Mehal Sayint,3,ET030419,Mehal Sayint,marmay,-32.74602,-47.57283,-19.0116
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030420,Legehida,3,ET030420,Legehida,marmay,19.2592,-15.85477,40.59177
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030421,Mekdela,3,ET030421,Mekdela,marmay,-24.22346,-48.36615,11.4718
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030422,Worebabu,3,ET030422,Worebabu,marmay,50.89804,27.55681,74.07494
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030423,Wereilu town,3,ET030423,Wereilu town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030424,Wegel tena town,3,ET030424,Wegel tena town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030425,Degolo town,3,ET030425,Degolo town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030426,Kelala town,3,ET030426,Kelala town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030427,Akeseta town,3,ET030427,Akeseta town,marmay,20.77077,20.77077,20.77077
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030428,Tulu Awlia,3,ET030428,Tulu Awlia,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030429,Harbu town,3,ET030429,Harbu town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030498,Mekane Selame,3,ET030498,Mekane Selame,marmay,-26.23766,-26.23766,-26.23766
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030499,Hike town,3,ET030499,Hike town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030501,Mida Woremo,3,ET030501,Mida Woremo,marmay,-34.0244,-49.01523,-21.08275
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030502,Merhabete,3,ET030502,Merhabete,marmay,-14.86615,-28.23761,3.97466
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030503,Ensaro,3,ET030503,Ensaro,marmay,-20.23143,-30.66859,-10.32957
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030504,Moretna Jiru,3,ET030504,Moretna Jiru,marmay,-12.04568,-23.7811,2.33115
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030505,Menze Gera Midir,3,ET030505,Menze Gera Midir,marmay,-26.10305,-55.66164,11.85342
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030506,Gishe Rabel,3,ET030506,Gishe Rabel,marmay,13.19948,-32.65602,43.00937
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030507,Antsokiya,3,ET030507,Antsokiya,marmay,-21.72776,-44.40285,0.0788
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030508,Eferatana Gidem,3,ET030508,Eferatana Gidem,marmay,-24.63681,-48.1539,-7.2386
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030509,Menze Mama Midir,3,ET030509,Menze Mama Midir,marmay,-31.05981,-40.09825,-13.57852
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030510,Tarema Ber,3,ET030510,Tarema Ber,marmay,-1.03322,-42.76424,14.57111
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030511,Mojan Wedera,3,ET030511,Mojan Wedera,marmay,-13.90935,-23.23672,-5.44
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030512,Kewet,3,ET030512,Kewet,marmay,-9.2651,-36.99582,18.3629
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030513,Angolelana Tera,3,ET030513,Angolelana Tera,marmay,-21.4987,-47.6373,6.77109
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030514,Assagirt,3,ET030514,Assagirt,marmay,7.13073,-14.59468,43.59578
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030515,Ankober,3,ET030515,Ankober,marmay,-14.63081,-38.40973,12.28693
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030516,Hagere Mariam,3,ET030516,Hagere Mariam,marmay,39.68912,0.72481,69.02101
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030517,Berehet,3,ET030517,Berehet,marmay,43.15975,-1.35532,80.0191
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030518,Minjar Shenkora,3,ET030518,Minjar Shenkora,marmay,81.66339,44.94179,118.3604
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030519,Basona Worena,3,ET030519,Basona Worena,marmay,-19.2105,-40.94283,1.53955
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030520,Debre Berhan town,3,ET030520,Debre Berhan town,marmay,-26.35828,-32.76814,-21.57622
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030521,Menze Keya Gabriel,3,ET030521,Menze Keya Gabriel,marmay,-22.72663,-36.01826,-9.77165
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030522,Menze Lalo Midir,3,ET030522,Menze Lalo Midir,marmay,-22.70983,-35.66516,1.09712
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030523,Siya Debirna Wayu,3,ET030523,Siya Debirna Wayu,marmay,-23.2423,-39.16431,-10.82858
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030524,Tulefa town,3,ET030524,Tulefa town,marmay,6.65332,1.2294,12.07724
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030525,Arerti town,3,ET030525,Arerti town,marmay,87.30197,87.30197,87.30197
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030526,Molale town,3,ET030526,Molale town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030527,Debre Sina town,3,ET030527,Debre Sina town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030595,Shoa Robit,3,ET030595,Shoa Robit,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030597,Mehale Meda town,3,ET030597,Mehale Meda town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030598,Ataye town,3,ET030598,Ataye town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030599,Aleme Ketma town,3,ET030599,Aleme Ketma town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030601,Bibugn,3,ET030601,Bibugn,marmay,-3.42118,-14.48492,13.44522
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030602,Hulet Ej Enese,3,ET030602,Hulet Ej Enese,marmay,-0.07602,-16.87869,24.44246
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030603,Goncha Siso Enebse,3,ET030603,Goncha Siso Enebse,marmay,-7.22214,-14.46623,3.62634
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030604,Enebse Sarmder,3,ET030604,Enebse Sarmder,marmay,-14.54486,-27.88287,1.55632
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030605,Enarj Enawga,3,ET030605,Enarj Enawga,marmay,-9.61263,-18.95204,4.35213
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030606,Enemay,3,ET030606,Enemay,marmay,-8.89553,-18.7941,4.7765
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030607,Debay Telatgen,3,ET030607,Debay Telatgen,marmay,-5.36513,-28.3672,20.83456
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030608,Debre Elias,3,ET030608,Debre Elias,marmay,-25.5478,-38.69312,-15.62273
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030609,Michakel,3,ET030609,Michakel,marmay,-7.58091,-36.64896,25.50862
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030610,Guzamn,3,ET030610,Guzamn,marmay,-9.19984,-26.87321,37.26602
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030611,Baso Liben,3,ET030611,Baso Liben,marmay,-10.53657,-20.29787,1.55368
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030612,Awabel,3,ET030612,Awabel,marmay,-13.46066,-30.5368,9.65288
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030613,Dejen,3,ET030613,Dejen,marmay,-7.25369,-17.48071,-1.45442
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030614,Shebel Bernta,3,ET030614,Shebel Bernta,marmay,-8.95389,-20.39769,1.51031
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030615,Debre Markos town,3,ET030615,Debre Markos town,marmay,-3.23668,-3.23668,-3.23668
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030616,Senan,3,ET030616,Senan,marmay,11.49538,-3.87315,25.25549
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030617,Aneded,3,ET030617,Aneded,marmay,-9.38827,-16.67773,3.94016
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030618,Amanuel town,3,ET030618,Amanuel town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030619,Sedae,3,ET030619,Sedae,marmay,-2.90024,-19.27217,9.12173
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030620,Gundwoin town,3,ET030620,Gundwoin town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030621,Debrework town,3,ET030621,Debrework town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030622,Lumame town,3,ET030622,Lumame town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030623,Merto Lemariyam town,3,ET030623,Merto Lemariyam town,marmay,-10.373,-10.373,-10.373
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030694,Mota Town,3,ET030694,Mota Town,marmay,7.51089,7.51089,7.51089
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030698,Dejen town,3,ET030698,Dejen town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030699,Bechena Town,3,ET030699,Bechena Town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030701,Semen Achefer,3,ET030701,Semen Achefer,marmay,-4.02538,-22.48491,18.69362
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030702,Bahirdar Zuria,3,ET030702,Bahirdar Zuria,marmay,-3.75405,-20.51351,16.95074
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030703,Yilmana Densa,3,ET030703,Yilmana Densa,marmay,0.8257,-21.28159,14.39377
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030704,Mecha,3,ET030704,Mecha,marmay,-9.69222,-16.0034,-1.58823
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030705,Sekela,3,ET030705,Sekela,marmay,-22.76974,-52.06223,1.14783
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030706,Quarit,3,ET030706,Quarit,marmay,-5.54019,-27.77214,7.29785
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030707,Dega Damot,3,ET030707,Dega Damot,marmay,-0.12464,-17.7215,11.30428
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030708,Dembecha,3,ET030708,Dembecha,marmay,-14.35201,-32.43936,9.12282
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030709,Jabi Tehnan,3,ET030709,Jabi Tehnan,marmay,-26.49261,-52.48181,-6.41054
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030710,Bure (AM),3,ET030710,Bure (AM),marmay,-32.61201,-62.44284,-10.62592
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030711,Wemberma,3,ET030711,Wemberma,marmay,-31.94336,-48.37711,-10.33217
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030712,Bahir Dar town,3,ET030712,Bahir Dar town,marmay,-13.87447,-19.57202,-5.86383
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030713,Debub Achefer,3,ET030713,Debub Achefer,marmay,-14.45532,-30.2757,2.62727
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030714,Finote Selam town,3,ET030714,Finote Selam town,marmay,-33.36229,-33.36229,-33.36229
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030715,Debub Mecha,3,ET030715,Debub Mecha,marmay,-20.81489,-33.73779,-7.38466
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030716,Shendi town,3,ET030716,Shendi town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030717,Denbecha town,3,ET030717,Denbecha town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030718,Gonje,3,ET030718,Gonje,marmay,11.91332,3.8469,17.50159
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030719,Dure Bete,3,ET030719,Dure Bete,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030720,Jiga town,3,ET030720,Jiga town,marmay,-18.9355,-18.9355,-18.9355
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030797,Merawi town,3,ET030797,Merawi town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030798,Bure town,3,ET030798,Bure town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030799,Adete town,3,ET030799,Adete town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0308,Wag Hamra,ET030801,Zequala,3,ET030801,Zequala,marmay,-5.63684,-19.01336,5.88337
ETH,ET,Ethiopia,ET03,Amhara,ET0308,Wag Hamra,ET030802,Sekota,3,ET030802,Sekota,marmay,-7.07876,-21.20168,0.23325
ETH,ET,Ethiopia,ET03,Amhara,ET0308,Wag Hamra,ET030803,Dehana,3,ET030803,Dehana,marmay,-8.7985,-25.06683,1.40462
ETH,ET,Ethiopia,ET03,Amhara,ET0308,Wag Hamra,ET030804,Gaz Gibla,3,ET030804,Gaz Gibla,marmay,-19.77123,-34.62706,-3.95163
ETH,ET,Ethiopia,ET03,Amhara,ET0308,Wag Hamra,ET030805,Abergele (AM),3,ET030805,Abergele (AM),marmay,-14.4075,-24.32727,-3.58839
ETH,ET,Ethiopia,ET03,Amhara,ET0308,Wag Hamra,ET030806,Sahila,3,ET030806,Sahila,marmay,2.56302,-9.68798,16.60001
ETH,ET,Ethiopia,ET03,Amhara,ET0308,Wag Hamra,ET030807,Sekota town,3,ET030807,Sekota town,marmay,-5.80875,-9.44897,-2.16852
ETH,ET,Ethiopia,ET03,Amhara,ET0308,Wag Hamra,ET030808,Tsagbeji,3,ET030808,Tsagbeji,marmay,-7.44186,-20.43543,-0.44485
ETH,ET,Ethiopia,ET03,Amhara,ET0308,Wag Hamra,ET030809,Amde Work town,3,ET030809,Amde Work town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030901,Dangila,3,ET030901,Dangila,marmay,-11.94332,-23.32678,10.40289
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030902,Banja,3,ET030902,Banja,marmay,-45.72926,-78.55858,-3.15399
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030903,Ankasha,3,ET030903,Ankasha,marmay,-54.90698,-66.96936,-47.58514
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030904,Guangua,3,ET030904,Guangua,marmay,-25.3314,-47.13658,-4.5452
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030905,Fagta Lakoma,3,ET030905,Fagta Lakoma,marmay,-15.33169,-24.18788,-6.7394
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030906,Jawi,3,ET030906,Jawi,marmay,-27.87321,-41.42728,-12.5486
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030907,Guagusa Shikudad,3,ET030907,Guagusa Shikudad,marmay,-57.2484,-73.88173,-46.70673
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030908,Ayehu Guwagusa,3,ET030908,Ayehu Guwagusa,marmay,-44.08172,-57.05672,-35.89886
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030909,Agew Gimija Bet,3,ET030909,Agew Gimija Bet,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030910,Adiss Kidame town,3,ET030910,Adiss Kidame town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030911,Tilili town,3,ET030911,Tilili town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030912,Fendika town,3,ET030912,Fendika town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030996,Injibara town,3,ET030996,Injibara town,marmay,-73.45464,-73.45464,-73.45464
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030997,Zigem,3,ET030997,Zigem,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030998,Dangila town,3,ET030998,Dangila town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030999,Chagni town,3,ET030999,Chagni town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0310,Oromia,ET031001,Dewa Cheffa,3,ET031001,Dewa Cheffa,marmay,5.76707,-34.39824,45.5696
ETH,ET,Ethiopia,ET03,Amhara,ET0310,Oromia,ET031002,Bati,3,ET031002,Bati,marmay,34.02816,1.31328,83.22589
ETH,ET,Ethiopia,ET03,Amhara,ET0310,Oromia,ET031003,Jilye Tumuga,3,ET031003,Jilye Tumuga,marmay,3.99723,-25.22841,22.46581
ETH,ET,Ethiopia,ET03,Amhara,ET0310,Oromia,ET031004,Artuma Fursi,3,ET031004,Artuma Fursi,marmay,-13.41006,-37.79396,8.72305
ETH,ET,Ethiopia,ET03,Amhara,ET0310,Oromia,ET031005,Dewa Harewa,3,ET031005,Dewa Harewa,marmay,3.68709,-20.10074,39.69708
ETH,ET,Ethiopia,ET03,Amhara,ET0310,Oromia,ET031006,Kemisie town,3,ET031006,Kemisie town,marmay,-14.29683,-14.29683,-14.29683
ETH,ET,Ethiopia,ET03,Amhara,ET0310,Oromia,ET031007,Chef Robit town,3,ET031007,Chef Robit town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0310,Oromia,ET031008,Senbete town,3,ET031008,Senbete town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0310,Oromia,ET031099,Bati Town,3,ET031099,Bati Town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031103,Amba Giorgis town,3,ET031103,Amba Giorgis town,marmay,-4.36584,-4.36584,-4.36584
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031104,Shawra town,3,ET031104,Shawra town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031105,Kolla Debba town,3,ET031105,Kolla Debba town,marmay,-16.70135,-16.70135,-16.70135
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031106,Chilga 1,3,ET031106,Chilga 1,marmay,-9.06771,-18.29163,-0.03531
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031107,Tegede,3,ET031107,Tegede,marmay,-6.54742,-20.48532,3.7352
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031108,Lay Armacho,3,ET031108,Lay Armacho,marmay,1.71912,-6.67215,13.69458
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031109,Wegera,3,ET031109,Wegera,marmay,0.5265,-9.18815,16.88958
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031110,Gonder Zuria,3,ET031110,Gonder Zuria,marmay,-11.9618,-22.19576,0.40168
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031111,East Dembia,3,ET031111,East Dembia,marmay,-15.41807,-33.88295,2.73642
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031112,Chilga 2,3,ET031112,Chilga 2,marmay,-11.99779,-22.75166,2.92427
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031115,Alefa,3,ET031115,Alefa,marmay,-10.05202,-28.18193,20.34184
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031116,West Belesa,3,ET031116,West Belesa,marmay,-3.7794,-18.0147,11.87154
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031117,East Belesa,3,ET031117,East Belesa,marmay,-9.19022,-18.65495,3.77766
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031118,Gondar town,3,ET031118,Gondar town,marmay,-12.16556,-26.97452,1.12785
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031119,Masero Denb /Central Armacho,3,ET031119,Masero Denb /Central Armacho,marmay,-0.73535,-10.25088,10.19406
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031120,Tach Armacho,3,ET031120,Tach Armacho,marmay,-0.76684,-13.36163,15.28093
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031121,Takusa,3,ET031121,Takusa,marmay,-15.58129,-28.93216,19.13767
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031122,Kinfaz Begela,3,ET031122,Kinfaz Begela,marmay,-0.29691,-15.99532,18.92354
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031125,West Dembiya,3,ET031125,West Dembiya,marmay,-11.71048,-25.76939,6.64124
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031199,Aykel town,3,ET031199,Aykel town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0312,West Gondar,ET031205,Adagn Ager Chaqo,3,ET031205,Adagn Ager Chaqo,marmay,-14.21428,-24.47904,-4.52608
ETH,ET,Ethiopia,ET03,Amhara,ET0312,West Gondar,ET031206,Mirab Armacho,3,ET031206,Mirab Armacho,marmay,-7.78857,-20.27068,6.57666
ETH,ET,Ethiopia,ET03,Amhara,ET0312,West Gondar,ET031213,Metema,3,ET031213,Metema,marmay,-11.31288,-26.98186,4.32271
ETH,ET,Ethiopia,ET03,Amhara,ET0312,West Gondar,ET031214,Quara,3,ET031214,Quara,marmay,-22.60169,-35.46156,-9.30043
ETH,ET,Ethiopia,ET03,Amhara,ET0312,West Gondar,ET031223,Midre Genet,3,ET031223,Midre Genet,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0312,West Gondar,ET031224,Metema Yohanes town,3,ET031224,Metema Yohanes town,marmay,-19.12443,-19.12443,-19.12443
ETH,ET,Ethiopia,ET03,Amhara,ET0312,West Gondar,ET031292,Gendawuha town,3,ET031292,Gendawuha town,marmay,,,
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040101,Mana Sibu,3,ET040101,Mana Sibu,marmay,-52.95903,-65.9883,-30.69954
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040102,Nejo,3,ET040102,Nejo,marmay,-38.39608,-55.39717,-17.63007
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040103,Gimbi,3,ET040103,Gimbi,marmay,-20.6024,-46.00449,-2.17609
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040104,Lalo Asabi,3,ET040104,Lalo Asabi,marmay,-26.24724,-32.71527,-19.80936
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040105,Kiltu Kara,3,ET040105,Kiltu Kara,marmay,-48.36912,-57.76788,-18.80302
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040106,Boji Dirmeji,3,ET040106,Boji Dirmeji,marmay,-38.25655,-53.64478,-16.79439
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040107,Ayira,3,ET040107,Ayira,marmay,-45.29028,-57.33615,-26.87949
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040108,Jarso (West Wellega),3,ET040108,Jarso (West Wellega),marmay,-56.17723,-66.6615,-42.69815
